position,link,company,location,status,salary,company_cleaned,min_salary,max_salary,city,state,City_x,Salary 10th Percentile (for the city),Salary 25th Percentile (for the city),Salary 50th Percentile (for the city),Salary 75th Percentile (for the city),Salary 90th Percentile (for the city),City_y,Price To Income Ratio,H1B
Data Scientist,https://www.indeed.com/rc/clk?jk=68bd262d51931cf9&fccid=2d1ea5cfea74cda1&vjs=3,ShyftLabs,"Remote in Denver, CO","Posted
Posted 1 day ago",111K - 140K,shyftlabs,111000.0,140000.0,remote in denver,CO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Senior Data Scientist (Mailchimp),https://www.indeed.com/rc/clk?jk=b7a8cda4d01449f4&fccid=9784ae78e9834539&vjs=3,Intuit,"Atlanta, GA 30361","Posted
Posted 1 day ago",117K - 148K,intuit,117000.0,148000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,Yes
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=7ccd7a16b4ddc1fb&fccid=9784ae78e9834539&vjs=3,Intuit,"San Diego, CA 92129 
(Torrey Highlands area)","Posted
Posted 1 day ago",119K - 151K,intuit,119000.0,151000.0,san diego,CA,san diego,65643.0,73350.0,81815.0,88919.0,95387.0,san diego,9.8,Yes
Data Scientist,https://www.indeed.com/company/OTS-Solutions/jobs/Data-Scientist-df036cfb28f159d2?fccid=f48d407b160047e2&vjs=3,OTS Solutions,"Hybrid remote in Gordon, GA 31031","Posted
Posted 1 day ago",125149 - 129363,ots solutions,125149.0,129363.0,hybrid remote in gordon,GA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist 1,https://www.indeed.com/rc/clk?jk=d745425cf2d62fdf&fccid=2f87a7abe4cc3c5b&vjs=3,University of New Mexico,"Albuquerque, NM 87106 
(University Hts area)","Posted
Posted 1 day ago",4552 - 6514 a month,university of new mexico,54624.0,78168.0,albuquerque,NM,albuquerque,57193.0,63908.0,71283.0,77473.0,83108.0,albuquerque,5.1,Yes
Natural Language Processing and Data Scientist,https://www.indeed.com/rc/clk?jk=e2c9052383c84f96&fccid=fd1f6255717cee80&vjs=3,University of Maryland,"College Park, MD 20742","Posted
Posted 1 day ago",101K - 127K,university of maryland,101000.0,127000.0,college park,MD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Staff Data Scientist,https://www.indeed.com/rc/clk?jk=3c19835cca7a0331&fccid=9784ae78e9834539&vjs=3,Intuit,"Mountain View, CA 94043","Posted
Posted 1 day ago",162K - 205K,intuit,162000.0,205000.0,mountain view,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist,https://www.indeed.com/rc/clk?jk=68252a45bf1c2f41&fccid=9d5796b859dfc328&vjs=3,Fooda,"Chicago, IL","Posted
Posted 1 day ago",113K - 144K,fooda,113000.0,144000.0,chicago,IL,chicago,64168.0,71701.0,79976.0,86920.0,93243.0,chicago,3.7,No
Physical Data Scientist,https://www.indeed.com/rc/clk?jk=89551009c1740aae&fccid=105ecfd0283f415f&vjs=3,Capgemini,"Houston, TX","Posted
Posted 1 day ago",116K - 147K,capgemini,116000.0,147000.0,houston,TX,houston,61893.0,69159.0,77140.0,83839.0,89937.0,houston,4.3,No
Sr Clinical Data Scientist,https://www.indeed.com/rc/clk?jk=97a4d715c08a8f2b&fccid=772a1485bbbe4156&vjs=3,Syneos Health Clinical,Remote,"Posted
Posted 1 day ago",109711 - 175700,syneos health clinical,109711.0,175700.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Data Scientist - Intermediate,https://www.indeed.com/rc/clk?jk=1e95199874bbd88b&fccid=8765a4045377753a&vjs=3,Leidos,"Sierra Vista, AZ 85635","Posted
Posted 1 day ago",53300 - 96350,leidos,53300.0,96350.0,sierra vista,AZ,sierra vista,57093.0,63796.0,71158.0,77338.0,82963.0,Not Applicable,Not Applicable,Yes
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=eeb1f1515eb7da9b&fccid=9784ae78e9834539&vjs=3,Intuit,"Atlanta, GA 30361","Posted
Posted 1 day ago",145K - 184K,intuit,145000.0,184000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,Yes
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=e2e0de82e173cd1f&fccid=cce17bd4beada08d&vjs=3,LexisNexis,"Menlo Park, CA","Posted
Posted 1 day ago",133500 - 247900,lexisnexis,133500.0,247900.0,menlo park,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist IV,https://www.indeed.com/rc/clk?jk=f6418f743a2b1f66&fccid=1f92178814b05d89&vjs=3,The University of Pittsburgh,"Pittsburgh, PA","Posted
Posted 1 day ago",86502 - 108127,the university of pittsburgh,86502.0,108127.0,pittsburgh,PA,pittsburgh,59916.0,66950.0,74676.0,81161.0,87065.0,pittsburgh,8.7,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=5853c612fb0a8bce&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Atlanta, GA","Posted
Posted 1 day ago",113K - 144K,deloitte,113000.0,144000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,Yes
Sr. Geospatial Data Engineer,https://www.indeed.com/rc/clk?jk=3edc1d0c51939bf8&fccid=3dce7dc63af370a2&vjs=3,Texas A&M AgriLife,"Houston, TX","Posted
Posted 1 day ago",110000 - 130000,texas am agrilife,110000.0,130000.0,houston,TX,houston,61893.0,69159.0,77140.0,83839.0,89937.0,houston,4.3,No
073248-Physical Data Scientist,https://www.indeed.com/rc/clk?jk=aae6e40c49efebe4&fccid=105ecfd0283f415f&vjs=3,Capgemini,Texas,"Posted
Posted 1 day ago",119K - 150K,capgemini,119000.0,150000.0,texas,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=95ed7ea24950ffec&fccid=079a9162df0496c3&vjs=3,Freedom Consulting,"St. Louis, MO","Posted
Posted 1 day ago",84.2K - 107K,freedom consulting,84200.0,107000.0,st. louis,MO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Senior Data Analyst,https://www.indeed.com/company/LikeMinded-Software/jobs/Senior-Data-Analyst-1cc8138b05604bde?fccid=70a0e8fa3b8dd2ff&vjs=3,LikeMinded Software,"New York, NY 10001 
(Garment District area)","Posted
Posted 1 day ago",80 - 90 an hour,likeminded software,166400.0,187200.0,new york,NY,new york,71473.0,79864.0,89081.0,96816.0,103859.0,new york,10.2,Yes
Senior Data Analyst - Senior Data Scientist,https://www.indeed.com/rc/clk?jk=70a7b247bcc71567&fccid=105ecfd0283f415f&vjs=3,Capgemini,"Houston, TX","Posted
Posted 1 day ago",102K - 129K,capgemini,102000.0,129000.0,houston,TX,houston,61893.0,69159.0,77140.0,83839.0,89937.0,houston,4.3,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=a7f2872a51e51732&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Nashville, TN","Posted
Posted 1 day ago",116K - 146K,deloitte,116000.0,146000.0,nashville,TN,nashville,56713.0,63371.0,70684.0,76822.0,82410.0,nashville,3.6,Yes
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=5a453d0254e54349&fccid=a3b51ece17c02aae&vjs=3,ABBVIE,"Lake County, IL","Posted
Posted 1 day ago",143K - 181K,abbvie,143000.0,181000.0,lake county,IL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=539bd739c234e8ad&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Morristown, NJ 07960","Posted
Posted 1 day ago",118K - 149K,deloitte,118000.0,149000.0,morristown,NJ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientists Assistant Inter,https://www.indeed.com/rc/clk?jk=798201b985fb5d61&fccid=212d266bb52619f8&vjs=3,Syngenta Seeds,"Gilroy, CA 95020","Posted
Posted 1 day ago",18 - 30 an hour,syngenta seeds,37440.0,62400.0,gilroy,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
2024 University Graduate - Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=0e3a3ac5ee22d0fe&fccid=f89deb5a97c7738a&vjs=3,Adobe,"San Jose, CA 95110 
(Downtown area)","Posted
Posted 1 day ago",97700 - 192000,adobe,97700.0,192000.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=1d406f7ef03bd87d&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Minneapolis, MN","Posted
Posted 1 day ago",117K - 148K,deloitte,117000.0,148000.0,minneapolis,MN,minneapolis,64806.0,72415.0,80772.0,87785.0,94171.0,minneapolis,5.9,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=42ec1c82133fb736&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Sacramento, CA","Posted
Posted 1 day ago",123K - 155K,deloitte,123000.0,155000.0,sacramento,CA,sacramento,65871.0,73604.0,82098.0,89227.0,95718.0,sacramento,6.1,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=9701df874c166c4b&fccid=9e215d88a6b33622&vjs=3,Deloitte,"San Jose, CA","Posted
Posted 1 day ago",122K - 154K,deloitte,122000.0,154000.0,san jose,CA,san jose,76339.0,85302.0,95146.0,103408.0,110930.0,san jose,10.2,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=3eb38913077e4452&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Tempe, AZ","Posted
Posted 1 day ago",118K - 150K,deloitte,118000.0,150000.0,tempe,AZ,tempe,60098.0,67154.0,74904.0,81408.0,87330.0,Not Applicable,Not Applicable,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=6b354cedabf4edc0&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Miami, FL","Posted
Posted 1 day ago",117K - 148K,deloitte,117000.0,148000.0,miami,FL,miami,59034.0,65965.0,73578.0,79967.0,85784.0,miami,5.4,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=516701c72ec6497b&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Dallas, TX","Posted
Posted 1 day ago",117K - 148K,deloitte,117000.0,148000.0,dallas,TX,dallas,60433.0,67528.0,75321.0,81861.0,87816.0,dallas,4.3,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=4a2e2f3260df6bf5&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Indianapolis, IN","Posted
Posted 1 day ago",117K - 148K,deloitte,117000.0,148000.0,indianapolis,IN,indianapolis,59186.0,66134.0,73766.0,80172.0,86004.0,indianapolis,2.5,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=f958bad057c0b841&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Detroit, MI","Posted
Posted 1 day ago",119K - 150K,deloitte,119000.0,150000.0,detroit,MI,detroit,61503.0,68724.0,76655.0,83311.0,89372.0,detroit,1.4,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=144ccc2c2ca1b2a6&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Denver, CO","Posted
Posted 1 day ago",115K - 146K,deloitte,115000.0,146000.0,denver,CO,denver,61820.0,69077.0,77049.0,83740.0,89831.0,denver,3.9,Yes
Data Analyst Lead - Data Scientist,https://www.indeed.com/rc/clk?jk=6823590eb6962ce4&fccid=105ecfd0283f415f&vjs=3,Capgemini,"Atlanta, GA 30305 
(North Buckhead area)","Posted
Posted 1 day ago",107K - 135K,capgemini,107000.0,135000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=5cb66c3792d68f3c&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Atlanta, GA","Posted
Posted 1 day ago",117K - 148K,deloitte,117000.0,148000.0,atlanta,GA,atlanta,59745.0,66759.0,74463.0,80929.0,86816.0,atlanta,3.2,Yes
Senior Data Scientist,https://www.indeed.com/rc/clk?jk=ef9120111eaff657&fccid=daf99aa6ad2b5d34&vjs=3,Iron EagleX,"Hurlburt Field, FL 32544","Posted
Posted 1 day ago",123K - 155K,iron eaglex,123000.0,155000.0,hurlburt field,FL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=dfa0282c8274b173&fccid=9e215d88a6b33622&vjs=3,Deloitte,"San Diego, CA","Posted
Posted 1 day ago",120K - 152K,deloitte,120000.0,152000.0,san diego,CA,san diego,65643.0,73350.0,81815.0,88919.0,95387.0,san diego,9.8,Yes
Data Scientist/Architect/Modeler,https://www.indeed.com/company/ERPi/jobs/Data-Modeler-ccd9dff91ac98298?fccid=f9d7b934feb454be&vjs=3,ECS Federal,Remote,"Posted
Posted 1 day ago",100000 - 120000,ecs federal,100000.0,120000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Machine Learning Infra Engineer,https://www.indeed.com/rc/clk?jk=dc01be49b73c7e0a&fccid=74a4b2141032dade&vjs=3,Cyberjin,Remote,"Posted
Posted 1 day ago",112K - 142K,cyberjin,112000.0,142000.0,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,Yes
Data Scientist,https://www.indeed.com/rc/clk?jk=f7c41e57bb339c6b&fccid=079a9162df0496c3&vjs=3,Freedom Consulting,"St. Louis, MO","Posted
Posted 1 day ago",99.6K - 126K,freedom consulting,99600.0,126000.0,st. louis,MO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist - Digital Factory,https://www.indeed.com/rc/clk?jk=b8c9e36b0e145eb0&fccid=39b4b67c5b736173&vjs=3,DTE Energy,"Detroit, MI","Posted
Posted 1 day ago",91.6K - 116K,dte energy,91600.0,116000.0,detroit,MI,detroit,61503.0,68724.0,76655.0,83311.0,89372.0,detroit,1.4,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=1ca18d8029329492&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Seattle, WA","Posted
Posted 1 day ago",118K - 149K,deloitte,118000.0,149000.0,seattle,WA,seattle,67118.0,74998.0,83652.0,90917.0,97530.0,seattle,5.9,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=edc250f36e646a98&fccid=9e215d88a6b33622&vjs=3,Deloitte,"McLean, VA","Posted
Posted 1 day ago",116K - 147K,deloitte,116000.0,147000.0,mclean,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Data Scientist,https://www.indeed.com/rc/clk?jk=39e274232f3e69b1&fccid=fa9286d53c8ca6e7&vjs=3,The University of Iowa,"Hybrid remote in Iowa City, IA","Posted
Posted 1 day ago",92.6K - 117K,the university of iowa,92600.0,117000.0,hybrid remote in iowa city,IA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=b09cabcdd8b99f81&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Houston, TX","Posted
Posted 1 day ago",119K - 151K,deloitte,119000.0,151000.0,houston,TX,houston,61893.0,69159.0,77140.0,83839.0,89937.0,houston,4.3,Yes
Salesforce CPQ - Products & Pricing Specialist,"https://www.indeed.com/company/Numbers-Only,-Inc/jobs/Pricing-Analyst-226c85fae15e6518?fccid=d68a520f6b20a8da&vjs=3","Numbers Only, Inc",Remote,"Posted
Posted 1 day ago",43.06 - 51.86 an hour,numbers only inc,89564.8,107868.8,remote,Not Applicable,remote,0.0,0.0,0.0,0.0,0.0,remote,0.00,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=361481e4574f59bf&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Philadelphia, PA","Posted
Posted 1 day ago",119K - 151K,deloitte,119000.0,151000.0,philadelphia,PA,philadelphia,64551.0,72129.0,80453.0,87439.0,93800.0,philadelphia,4.3,Yes
Senior Associate - Data Analyst,https://www.indeed.com/company/Inclusively/jobs/Senior-Data-Analyst-0301b03dcc0650da?fccid=ef49cdc7b08c5254&vjs=3,Inclusively,"New York, NY 10010 
(NoMad area)","Posted
Posted 1 day ago",90000 - 135000,inclusively,90000.0,135000.0,new york,NY,new york,71473.0,79864.0,89081.0,96816.0,103859.0,new york,10.2,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=d152734110af34a4&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Chicago, IL","Posted
Posted 1 day ago",117K - 149K,deloitte,117000.0,149000.0,chicago,IL,chicago,64168.0,71701.0,79976.0,86920.0,93243.0,chicago,3.7,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=74ebbcb6b3e9d8c6&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Columbus, OH","Posted
Posted 1 day ago",120K - 152K,deloitte,120000.0,152000.0,columbus,OH,columbus,55636.0,62168.0,69342.33333333333,75363.66666666667,80846.0,columbus,8.0,Yes
Data Scientist - Mid Level,https://www.indeed.com/rc/clk?jk=3ec65814a8afd437&fccid=7dc8be9efe945d3a&vjs=3,Peraton,"Herndon, VA 20171","Posted
Posted 1 day ago",112000 - 179000,peraton,112000.0,179000.0,herndon,VA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=7ef3065e3e291d22&fccid=9e215d88a6b33622&vjs=3,Deloitte,"San Francisco, CA","Posted
Posted 1 day ago",125K - 158K,deloitte,125000.0,158000.0,san francisco,CA,san francisco,76035.0,84962.0,94767.0,102996.0,110488.0,san francisco,7.8,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=6a24152c5a062e67&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Cleveland, OH","Posted
Posted 1 day ago",118K - 149K,deloitte,118000.0,149000.0,cleveland,OH,cleveland,60047.0,67096.0,74839.0,81338.0,87255.0,cleveland,1.5,Yes
Data Engineer – Business Intelligence,https://www.indeed.com/rc/clk?jk=3e83b69723fd74e9&fccid=4567894be827a00d&vjs=3,Atlas Real Estate,"Denver, CO 80204 
(Lincoln Park area)","Posted
Posted 1 day ago",95000 - 145000,atlas real estate,95000.0,145000.0,denver,CO,denver,61820.0,69077.0,77049.0,83740.0,89831.0,denver,3.9,Yes
Senior - Principal Data Scientist,https://www.indeed.com/rc/clk?jk=544d6b0808b29a04&fccid=d55ba0bc1050147f&vjs=3,FiscalNote,United States,"Posted
Posted 1 day ago",153K - 193K,fiscalnote,153000.0,193000.0,united states,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=e4bfd81bd6e0019f&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Los Angeles, CA","Posted
Posted 1 day ago",121K - 153K,deloitte,121000.0,153000.0,los angeles,CA,los angeles,68292.0,76309.0,85116.0,92507.0,99236.0,los angeles,6.7,Yes
"Data Analyst, Senior",https://www.indeed.com/rc/clk?jk=d2e52d17428487fa&fccid=0e8f04b45c1591f5&vjs=3,PG&E Corporation,"Hybrid remote in Oakland, CA 94612","Posted
Posted 1 day ago",138K - 174K,pge corporation,138000.0,174000.0,hybrid remote in oakland,CA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=93c8619fb0a1e3ee&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Pittsburgh, PA","Posted
Posted 1 day ago",117K - 148K,deloitte,117000.0,148000.0,pittsburgh,PA,pittsburgh,59916.0,66950.0,74676.0,81161.0,87065.0,pittsburgh,8.7,Yes
Senior Data Analyst / Data Scientist,https://www.indeed.com/rc/clk?jk=59735a6c48954aa3&fccid=67827b2d5b3e6ebe&vjs=3,"Imagine One Technology & Management, Ltd.","Washington, DC","Posted
Posted 1 day ago",116K - 147K,imagine one technology  management ltd,116000.0,147000.0,washington,DC,washington,67714.0,75664.0,84395.0,91724.0,98396.0,washington,7.1,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=f25163a22a4b1923&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Boston, MA","Posted
Posted 1 day ago",121K - 154K,deloitte,121000.0,154000.0,boston,MA,boston,68535.0,76581.0,85419.0,92836.0,99590.0,boston,8.4,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=b0d9204aa97b2ea5&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Costa Mesa, CA","Posted
Posted 1 day ago",123K - 155K,deloitte,123000.0,155000.0,costa mesa,CA,costa mesa,67823.0,75786.0,84532.0,91872.0,98555.0,Not Applicable,Not Applicable,Yes
"Senior Manager, Data Science",https://www.indeed.com/rc/clk?jk=ab794b8166fe034d&fccid=9784ae78e9834539&vjs=3,Intuit,"San Diego, CA 92129 
(Torrey Highlands area)","Posted
Posted 1 day ago",149K - 188K,intuit,149000.0,188000.0,san diego,CA,san diego,65643.0,73350.0,81815.0,88919.0,95387.0,san diego,9.8,Yes
Large Language Model Data Scientist,https://www.indeed.com/rc/clk?jk=4267b96c97012605&fccid=9e215d88a6b33622&vjs=3,Deloitte,"St. Louis, MO","Posted
Posted 1 day ago",118K - 149K,deloitte,118000.0,149000.0,st. louis,MO,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes
IT Data Scientist I-IV,https://www.indeed.com/rc/clk?jk=4a2dffd9741dec06&fccid=61183f1eee047a36&vjs=3,Medical Mutual of Ohio,"Brooklyn, OH 44144","Posted
Posted 1 day ago",92.1K - 117K,medical mutual of ohio,92100.0,117000.0,brooklyn,OH,brooklyn,71473.0,79864.0,89081.0,96816.0,103859.0,brooklyn,11.7,Yes
